id,DTW distance
0,18.875199999999992
1,16.789699999999982
2,12.072299999999913
3,17.01499999999998
4,8.736900000000002
5,3.284699999999992
6,4.6944999999999935
7,11.448900000000009
8,2.161500000000003
9,17.107400000000013
10,1.8880249999999983
11,20.458099999999995
12,6.38920000000002
13,12.273899999999898
14,21.410800000000016
15,10.580499999999997
16,0.7062999999999704
17,4.800599999999989
18,11.59039999999996
19,0.13949999999999996
20,9.43269999999984
21,11.91119999999999
22,22.35170000000006
23,17.67869999999992
24,70.75619999999992
25,9.051199999999994
26,2.764099999999985
27,6.054000000000041
28,0.7104000000000061
29,1.7775000000000052
30,12.989500000000035
31,28.38850000000008
32,0.5925620000000014
33,11.321699999999964
34,32.599500000000035
35,3.255699999999995
36,8.391099999999984
37,6.28900000000003
38,23.26619999999997
39,2.224999999999989
40,5.642899999999962
41,2.2578999999999945
42,20.897699999999872
43,6.2233000000000125
44,17.790800000000033
45,2.6923999999999815
46,12.09879999999999
47,0.806600000000012
48,13.619399999999978
49,0.26810000000000006
50,10.778999999999982
51,2.5659999999999954
52,2.3611000000000018
53,8.659399999999973
54,26.144299999999998
55,5.254099999999989
56,134.1603
57,1.1918000000000148
58,3.888699999999986
59,1.7854999999999883
60,1.7162999999999755
61,1.288299999999993
62,8.01900000000003
63,1.9213000000000005
64,3.3105000000000366
65,15.608600000000017
66,8.051299999999983
67,8.491799999999998
68,10.863500000000002
69,7.833400000000012
70,15.349299999999978
71,34.728400000000065
72,1.553299999999999
73,24.716299999999862
74,14.478899999999932
75,18.797299999999915
76,5.916299999999991
77,56.16040000000003
78,21.989600000000035
79,14.70260000000001
80,11.365800000000053
81,2.757700000000021
82,6.712199999999987
83,7.131700000000004
84,7.646899999999945
85,2.014020999999998
86,12.18390000000003
87,1.5048000000000004
88,0.35100000000000264
89,2.712999999999992
90,8.488600000000005
91,10.164500000000004
92,40.91639999999988
93,4.427600000000003
94,3.673599999999997
95,46.77680000000032
96,8.45399999999999
97,2.699900000000021
98,3.6585999999999856
99,0.8640000000000008
100,3.261800000000008
101,5.7647999999999975
102,15.216299999999734
103,16.559700000000092
104,2.8912999999999904
105,13.305499999999977
106,5.153000000000006
107,19.97339999999999
108,5.13169999999997
109,6.12709999999996
110,14.891699999999929
111,4.291600000000027
112,3.6000999999999763
113,21.993800000000306
114,1.368000000000002
115,5.476099999999985
116,3.9953999999999876
117,4.885000000000005
118,11.378499999999985
119,12.180099999999989
120,22.513999999999996
121,11.191999999999922
122,28.122500000000006
123,1.103900000000003
124,3.2794000000000096
125,17.601599999999877
126,0.8586000000000134
127,9.080399999999976
128,366.4618
129,0.5610999999999993
130,41.98890000000007
131,12.765299999999918
132,46.022999999999854
133,2.0477999999999934
134,4.265300000000017
135,3.5655999999999857
136,1.0984670000000003
137,8.28149999999999
138,17.903300000000144
139,5.886599999999996
140,2.3999999999999737
141,5.581700000000004
142,2.463199999999995
143,0.2229949999999999
144,2.513099999999998
145,1.6210999999999842
146,1.8321999999999985
147,2.4390999999999994
148,5.24619999999998
149,14.351700000000001
150,3.2229999999999492
151,20.15939999999992
152,6.214599999999991
153,17.429500000000047
154,4.302199999999998
155,31.87969999999973
156,4.113100000000017
157,21.09480000000002
158,8.926899999999954
159,13.422700000000008
160,8.9862
161,7.967699999999965
162,9.27139999999995
163,18.41839999999997
164,8.53829999999995
165,4.945400000000001
166,8.94860000000002
167,20.751000000000005
168,6.774100000000002
169,13.088899999999967
170,9.633300000000009
171,1.285299999999996
172,7.360500000000016
173,50.82230000000003
174,28.97329999999999
175,5.118464000000001
176,68.64409999999972
177,6.678700000000006
178,11.315599999999996
179,2.697200000000004
180,1.4372999999999951
181,1.651300000000004
182,11.193799999999985
183,1.2815999999999996
184,1071.2248999999988
185,2.6223000000000702
186,2.554099999999993
187,0.8703999999999859
188,20.357099999999868
189,13.148899999999973
190,3.160499999999997
191,7.927799999999976
192,202.5873999999999
193,10.463199999999937
194,4.937999999999992
195,12.647700000000011
196,15.258400000000059
197,1.4727999999999988
198,5.376700000000017
199,7.122599999999991
200,15.815399999999926
201,14.343100000000018
202,4.786900000000003
203,11.165599999999955
204,0.9721999999999993
205,0.7012999999999927
206,3.3473999999999844
207,0.3911000000000002
208,11.646500000000067
209,1.943199999999999
210,9.587799999999962
211,11.710200000000128
212,0.19019999999999726
213,5.741999999999987
214,79.64760000000007
215,4.689200000000071
216,16.16400000000003
217,2.1829000000000107
218,29.09470000000003
219,8.127299999999984
220,10.550199999999986
221,25.571900000000014
222,9.750100000000018
223,8.729700000000001
224,6.893599999999953
225,11.626499999999979
226,5.120999999999995
227,1.9714000000000098
228,3.7461000000000024
229,4.069199999999981
230,10.248600000000035
231,8.8675
232,1.8129000000000015
233,27.082700000000003
234,0.09249999999999936
235,16.15130000000004
236,7.946599999999986
237,3.575000000000003
238,15.197300000000002
239,46.89569999999998
240,12.24289999999998
241,3.3882000000000225
242,4.227
243,1.6602000000000032
244,10.954900000000016
245,4.802800000000005
246,6.590399999999995
247,5.328899999999997
248,0.6101999999999967
249,14.9061
250,7.2103
251,19.561299999999875
252,2.181900000000004
253,3.0907999999999802
254,8.840099999999971
255,4.971800000000005
256,2.406999999999984
257,1.0866200000000008
258,7.810299999999959
259,4.039799999999936
260,21.448300000000003
261,5.62889999999998
262,1.4561999999999955
263,27.751799999999964
264,15.72779999999986
265,0.42902499999999905
266,0.2701999999999991
267,10.094299999999965
268,20.726200000000034
269,2.1543999999999985
270,16.455299999999937
271,inf
272,11.500199999999921
273,6.012800000000004
274,8.204600000000006
275,19.03429999999991
276,1.2220000000000208
277,13.75779999999994
278,28.87790000000011
279,12.24359999999999
280,16.121199999999995
281,2.6881999999999975
282,12.6131
283,0.8032999999999966
284,11.684299999999986
285,18.847299999999997
286,6.34960000000013
287,1.8806999999999978
288,62.52049999999993
289,50.40679999999992
290,7.152799999999967
291,0.3701000000000114
292,1.4626000000000126
293,13.398499999999999
294,16.775000000000023
295,0.4086959999999997
296,11.941300000000012
297,19.76290000000003
298,27.054399999999966
299,2.169999999999977
300,2089.0123999999896
301,4.184799999999996
302,7.391100000000051
303,59.92610000000006
304,2.5619999999999976
305,11.83049999999998
306,7.45839999999999
307,0.2609389999999997
308,19.05700000000003
309,1.2976100000000008
310,6.038599999999995
311,5.56829999999999
312,11.182700000000011
313,11.943499999999984
314,2.1339000000000254
315,9.629900000000045
316,12.007299999999983
317,0.07150000000000002
318,9.99859999999994
319,1.6509000000000018
320,10.231800000000014
321,1.8235999999999812
322,20.59580000000002
323,0.29999999999999005
324,11.650099999999995
325,2.2936999999999834
326,7.408000000000012
327,4.228599999999993
328,4.225699999999986
329,5.897599999999986
330,32.85280000000006
331,23.866099999999918
332,7.946299999999901
333,7.210399999999986
334,4.162800000000005
335,2.0792999999999537
336,43.09280000000012
337,3.5668999999999844
338,32.939099999999954
339,15.060899999999862
340,2.606800000000021
341,0.6502040000000003
342,23.040700000000047
343,4.483599999999999
344,8.445500000000074
345,17.25490000000002
346,0.6885
347,6.753499999999974
348,34.17840000000005
349,11.32659999999995
350,9.070800000000023
351,0.019999999999999574
352,8.033800000000014
353,15.772900000000007
354,6.7757999999999985
355,15.451599999999956
356,33.498400000000174
357,46.624399999999966
358,14.226299999999977
359,6.832599999999978
360,2.5799999999999885
361,13.4225
362,9.559200000000011
363,3.2157000000000124
364,2.2292999999999967
365,11.731800000000003
366,7.078999999999958
367,1.5255000000000365
368,6.287599999999962
369,10.872399999999999
370,19.45170000000016
371,1.3159999999999936
372,1.3377999999999908
373,24.25589999999994
374,21.835
375,6.622799999999974
376,3.836000000000002
377,12.295300000000028
378,8.532100000000021
379,25.54090000000008
380,5.840799999999994
381,1.9678999999999993
382,6.618499999999994
383,14.291399999999989
384,4.802199999999985
385,5.818999999999967
386,0.26469999999999594
387,3.9315999999999853
388,10.529000000000003
389,1.482999999999988
390,2.9772999999999925
391,7.384999999999987
392,22.367500000000135
393,6.836600000000001
394,6.525699999999993
395,6.064799999999996
396,3.3242999999999796
397,3.241199999999967
398,0.5069999999999966
399,6.002099999999977
400,6.799500000000009
401,4.159100000000024
402,0.5623000000000016
403,0.2812009999999994
404,1.803300000000005
405,4.7474000000000025
406,4.919599999999958
407,1.258399999999996
408,3.4147000000000016
409,4.2248999999999945
410,6.064099999999989
411,5.822099999999967
412,6.906800000000006
413,22.680600000000084
414,17.265200000000018
415,4.72009999999997
416,1.6040000000000045
417,2.681399999999994
418,116.66069999999996
419,5.576299999999943
420,9.775999999999975
421,1.1562999999999857
422,3.9492000000000025
423,1.3263999999999943
424,4.972400000000022
425,12.541099999999801
426,49.622900000000044
427,43.06249999999997
428,0.4139999999999997
429,5.064899999999923
430,6.266099999999991
431,8.409799999999976
432,12.735099999999932
433,14.67899999999996
434,6.520399999999999
435,16.692499999999953
436,1.734100000000005
437,14.455599999999997
438,2.678799999999997
439,8.605199999999998
440,0.1701120000000001
441,11.861999999999938
442,7.762600000000017
443,10.847099999999934
444,0.7847000000000004
445,8.237799999999993
446,4.019200000000005
447,12.193599999999918
448,14.058399999999935
449,8.049899999999987
450,0.5812999999999935
451,14.206399999999888
452,3.9869000000000008
453,5.510599999999986
454,4.1010999999999935
455,24.49070000000006
456,25.243399999999973
457,15.404499999999949
458,2.9797999999999725
459,3.7257999999999605
460,8.629499999999986
461,22.68320000000001
462,7.575800000000026
463,0.9505000000000177
464,7.801899999999989
465,10.318299999999994
466,27.87660000000011
467,5.361300000000002
468,30.672199999999933
469,9.742099999999965
470,7.331699999999984
471,2.353899999999989
472,0.1235000000000035
473,0.4345499999999999
474,1.7241999999999997
475,6.3537
476,4.907499999999992
477,18.403000000000027
478,27.035399999999697
479,8.600499999999947
480,33.70879999999999
481,1.0149000000000097
482,1.4528999999999999
483,4.3636999999999695
484,1.7605000000000008
485,10.184199999999962
486,7.139600000000012
487,6.050099999999983
488,6.38559999999995
489,3.3138000000000254
490,24.074199999999966
491,9.731499999999993
492,36.29629999999996
493,4.225199999999997
494,29.34470000000005
495,4.801399999999991
496,10.309400000000007
497,13.802399999999928
498,2.2349999999999945
499,11.336699999999873
500,11.976199999999913
501,0.9678999999999824
502,29.847300000000217
503,2.777
504,7.717400000000012
505,1.6340999999999992
506,1.1237000000000008
507,1.8580999999999976
508,1.2058999999999962
509,0.854100000000001
510,4.263679999999992
511,7.155399999999975
512,38.124299999999984
513,25.79780000000001
514,1.6970999999999983
515,4.992700000000002
516,5.254300000000001
517,11.917400000000008
518,5.554900000000025
519,52.826299999999904
520,13.692700000000013
521,6.258200000000004
522,7.391399999999976
523,17.42180000000006
524,2.7433000000000014
525,7.454799999999963
526,12.377899999999986
527,3.8923000000000236
528,0.24599999999999866
529,7.0280999999999665
530,15.181399999999968
531,3.9384999999999986
532,6.659499999999895
533,6.654600000000018
534,2.9062400000000013
535,3.731800000000021
536,28.195199999999964
537,3.3576999999999977
538,8.44689999999995
539,1.206799999999999
540,1.838300000000001
541,1.5908350000000009
542,5.916800000000066
543,1.8121000000000027
544,20.815999999999924
545,1.2306000000000417
546,35.06169999999999
547,15.875300000000017
548,3.472400000000005
549,7.81790000000003
550,2.0511000000000035
551,1.5987999999999944
552,4.533200000000004
553,28.97550000000001
554,1.8266100000000005
555,4.641799999999989
556,16.303399999999993
557,1.2570000000000014
558,10.085800000000098
559,24.612399999999962
560,13.742799999999846
561,7.849599999999985
562,27.113099999999896
563,2.3164000000000016
564,2.8955000000000064
565,2.5922999999999945
566,8.85009999999999
567,23.181900000000013
568,10.356300000000012
569,17.908599999999968
570,2.77780000000001
571,3.1145000000000005
572,7.973000000000006
573,30.209000000000003
574,1.1649000000000047
575,10.95150000000001
576,14.554599999999994
577,2.2927999999999997
578,3.026899999999997
579,8.5772
580,12.421300000000073
581,20.903899999999947
582,13.948999999999945
583,5.532700000000009
584,14.934899999999985
585,2.5171999999999892
586,4.876399999999991
587,5.901699999999995
588,1.4115999999999644
589,0.6311999999999927
590,3.8429999999999858
591,8.728099999999989
592,4.12739999999998
593,4.780399999999926
594,12.442399999999893
595,20.018399999999986
596,3.8315000000000126
597,12.629100000000012
598,6.438799999999993
599,1.467199999999997
600,6.5152
601,1.4291999999999971
602,9.266599999999993
603,4.736499999999982
604,2.757999999999999
605,3.1411000000000193
606,8.25350000000001
607,5.881599999999992
608,2.068699999999999
609,7.955799999999996
610,18.52899999999997
611,1.2954000000000079
612,9.213099999999969
613,0.6042999999999914
614,2.7284999999999897
615,1.7699999999999818
616,5.660799999999998
617,0.4413699999999997
618,0.07950000000000124
619,2.0772000000000004
620,5.788199999999989
621,1.3424999999999905
622,12.364499999999975
623,21.78220000000001
624,12.793300000000016
625,11.720599999999997
626,12.104599999999966
627,3.7379999999999978
628,818.9711999999959
629,0.7083999999999904
630,0.7361000000000011
631,3.2157999999999696
632,1.280899999999983
633,15.706800000000136
634,3.9415999999999976
635,1.4516999999999993
636,4.7745999999999995
637,0.0
638,3.125000000000039
639,5.448000000000009
640,4.8471999999999955
641,3.832100000000004
642,6.046399999999998
643,21.174099999999925
644,3.3241000000000156
645,1.7299000000000024
646,1.502099999999995
647,3.084799999999997
648,6.252300000000002
649,3.941899999999972
650,2.978899999999978
651,11.600299999999997
652,9.981700000000004
653,3.1944999999999837
654,23.526199999999978
655,15.54189999999999
656,4.025900000000001
657,0.5655999999999928
658,18.992600000000067
659,1.8496999999999988
660,2.1160999999999994
661,9.592400000000005
662,7.61379999999998
663,3.0631000000000075
