Type,Parameters,BuildTime_mean,QueryTime_mean,TotalTime_mean,fraction_trueK_mean,Accuracy_mean,Accuracy_std
LSH-Jaccard,"K=7, tau=0.85, num_perm=64, empty_rate=91.78%, avg_cands=2.9",1.3485055659984937,1.2568597299978137,2.6053652959963074,0.020275130372235207,0.45257147994964936,
LSH-Jaccard,"K=7, tau=0.85, num_perm=64, empty_rate=91.84%, avg_cands=2.9",1.317601184004161,1.2542226470031892,2.5718238310073502,0.020101728877128983,0.45027872684768927,
LSH-Jaccard,"K=7, tau=0.9, num_perm=16, SKIPPED (The number of bands are too small (b < 2))",,,,,,
LSH-Jaccard,"K=7, tau=0.9, num_perm=32, empty_rate=92.68%, avg_cands=2.9",0.770205586006341,1.1480926320000435,1.9182982180063846,0.01810440054460914,0.4450188814961338,
LSH-Jaccard,"K=7, tau=0.9, num_perm=32, empty_rate=92.70%, avg_cands=3.0",0.7685748860021704,1.1471380679940921,1.9157129539962625,0.017597040614483517,0.4465923395072829,
LSH-Jaccard,"K=7, tau=0.9, num_perm=32, empty_rate=93.03%, avg_cands=3.0",0.7432188059974578,1.094789808994392,1.8380086149918498,0.016652965807794073,0.44218665707606547,
LSH-Jaccard,"K=7, tau=0.9, num_perm=32, empty_rate=93.05%, avg_cands=3.1",0.7634719089983264,1.1080328160023782,1.8715047250007046,0.016839211858093353,0.4435353353713361,
LSH-Jaccard,"K=7, tau=0.9, num_perm=32, empty_rate=93.08%, avg_cands=3.3",0.7625806600044598,1.1266789290020824,1.8892595890065422,0.01721170395869191,0.4423215249055925,
LSH-Jaccard,"K=7, tau=0.9, num_perm=64, empty_rate=93.06%, avg_cands=3.0",1.1575063690033858,1.158897134999279,2.3164035040026647,0.01638323014873995,0.44295090811005217,
LSH-Jaccard,"K=7, tau=0.9, num_perm=64, empty_rate=93.09%, avg_cands=2.9",0.9634398979978869,1.1514131349977106,2.1148530329955975,0.016717188583759344,0.4417370976443086,
LSH-Jaccard,"K=7, tau=0.9, num_perm=64, empty_rate=93.31%, avg_cands=3.0",0.9440270780032733,1.1556398879984044,2.099666966001678,0.015696046445911577,0.4398939039741054,
LSH-Jaccard,"K=7, tau=0.9, num_perm=64, empty_rate=93.32%, avg_cands=3.2",0.9504018929947051,1.1170208820039988,2.067422774998704,0.015946515272176123,0.44029850746268656,
LSH-Jaccard,"K=7, tau=0.9, num_perm=64, empty_rate=93.47%, avg_cands=3.1",0.9853411799995229,1.1421383130000322,2.127479492999555,0.015471266730033137,0.4406581550080921,
